제스파,두피마사지기,브레인 두피 마사지기 A380,,49000,,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2018/01/31/9/6/33b1967c-efb9-4648-bb84-2204a8cdf4cc.jpg
더줌커머스,두피마사지기,머르가즘 휴대용 간편 마사지기,,8700,,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/0982/48a38af587f6f4c2bb879acc964b2970e5121e54cd951e5ecf13dca0cd63.png
한일의료기,두피마사지기,HL-HE2000,,97400,,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/rs_quotation_api/1nzhe70o/29fec301b6584c3fb95228f1e1613d78.jpg
마리아띠,두피마사지기,전동 두피마사지기 So-805,,145000,,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/images/2019/01/04/17/6/24212b76-59c0-4c35-8461-18b6292641bb.jpg
Smabat,두피마사지기,전동 두피 마사지기,,45900,,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/6596/5594d413bf822f07b076ba601f83c9d939d10c44d1bd7a3ef34c5709c24c.jpg
더마퀸,두피마사지기,두피 쿨링스틱,,27500,,https://thumbnail7.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2020/04/14/17/1/a5db0b0b-11ec-437d-98b7-c7455ef866ae.jpg
마리아띠,두피마사지기,쿨그린 두피마사지기 SO-801,,250000,,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/1ba2/f8bfb30fce90d65f015b0705e88707817fb1339160957def9fb2e1af818b.jpg
두피쿨,두피마사지기,두피마사지기,,28600,,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2020/09/15/10/6/68d18c0c-0d0b-4253-95ac-c7fbf14f9503.jpg
미빌,두피마사지기,탈모는그만 휴대용 두피마사지 브러쉬,,9900,,https://upload.wikimedia.org/wikipedia/ko/4/4a/%EC%8B%A0%EC%A7%B1%EA%B5%AC.png
미프,헤어토닉,아미노 헤어프로텍터 150ml,150,50000,엘-멘톨 살리실릭애씨드 덱스판테놀,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/11339735773221499-463378c0-15c8-44d0-af19-77c8c2fe76d8.jpg
테라픽,헤어토닉,프리미엄 토탈 헤어토닉,,90000,엘-멘톨 살리실릭애씨드 덱스판테놀,https://thumbnail10.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/11339735773221499-463378c0-15c8-44d0-af19-77c8c2fe76d8.jpg
리우젤,헤어토닉,그루밍 토닉 헤어에센스,,30520,아르간 오일 위치하젤 추출물 쐐기풀 추출물 로즈마리 추출물 호스테일 뿌리,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2022/08/08/9/6/b0f36dca-9af2-4606-9e55-427dcf4294f6.jpg
나드,헤어토닉,탈모증상완화 헤어토닉 200ml,200,36000,덱스판테놀 나이아신아마이드 살리실산 멘톨,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/287296195744120-79cd5fbd-5894-42fd-8da8-bb4b903ad737.jpg
나드,헤어토닉,블랙시드 탈모케어 헤어토닉,,15000,덱스판테놀  살리실산 멘톨,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/7983287669935642-3e050a87-04bc-402b-9cb9-5ec696ddc547.jpg
닥터방기원,헤어토닉,랩 헤어토닉 150ml,150,23800,어성초 추출물 소엽잎 추출물 녹차입 추출물,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/1149071581788309-29aa84c6-7174-4e8d-b41e-90975225af8e.jpg
에브리톡톡,헤어토닉,헤어토닉 베르가못향 240ml,240,33750,카퍼트라이펩타이드-1 알에치-올리고펩타이드-1 바이오틴 하이드롤라이즈드케라틴 알란토인 동백나무씨오일 나이아신아마이드,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/d78c/39f9351e422806fcd030ebfa0d823d03144fb8f5c37f08a038f63541e0ef.jpg
닥터포헤어,헤어토닉,폴리젠 헤어토닉,,19000,판테놀 프로판디올 알란토인 아데노신,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/1726553647892669-7b8164de-38af-464c-8762-5c77e0375369.jpg
아로마티카,헤어토닉,액티브 브이 안티 헤어로스 토닉,,22000,바이오틴 하이드롤라이즈드보라단백질,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/1154535121466174-64070a2b-15d7-4d5e-a38a-e345860fdbe9.jpg
달리프,해어토닉,달리프 클로렐라 베러 루트 헤어 토닉,,17100,L멘톨 살리실산 덱스판테놀,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/11074879816558083-008da900-ba11-4b4f-9c30-3ecb6d22626e.jpg
메디슈어,헤어토닉,메디슈어 헤어토닉,,9900,티트리잎 추출물 병풀추출물 불가리스쑥추출물,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/rs_quotation_api/nzdfzjup/c99c50c3a0e04c7db9ec1ce87c2ba060.jpg
시세이도,헤어토닉,지성용 뷰티 스파 헤어토닉,,128000,글리세린 토코페롤 비오틴,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/rs_quotation_api/pilqwzm2/3c3fe33f06d94439a1fbea9d4f5181c2.png
클럽맨피노드,헤어토닉,그리즐리스 헤어토닉,,25000,글리세린 리모넨,https://thumbnail8.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2019/11/12/16/1/d508500f-eeb3-43eb-b07d-179d2b864831.jpg
려,헤어토닉,탈모증상전문케어 두피 헤어토닉,,20000,멘톨 판테놀,https://thumbnail6.coupangcdn.com/thumbnails/remote/492x492ex/image/rs_quotation_api/bfvr9qwi/0e401f1072c84aa189d5de609727b278.jpg
플로랜드,헤어토닉,프리미엄 케라틴 체인지 헤어앰플,,12600,메티오닌 판테놀,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/534175597692908-7771d20c-d5f9-4ace-9345-95cb2a612e07.jpg
비에티,헤어토닉,영양 앰플 대용량 부들부들 헤어엠플 1040ml,1040,50000,프라칵시 오일 아사이 오일,https://asset.m-gs.kr/prod/62214872/1/550
미쟝센,헤어토닉,살롱 플러스 클리닉 에센스990ml,990,21900,리모넨 트레오닌,https://thumbnail9.coupangcdn.com/thumbnails/remote/492x492ex/image/retail/images/2254491634665727-98188642-946a-43a6-9ed7-43624df7bf8a.jpg
다봉쓰 미용실,헤어토닉,극손상 단백질 트리트먼트 600ml,600,60900,하이드롤라 이즈드케라틴 하이드롤라 이즈드콜라겐 하이드롤 라이즈드실크 판테놀,https://thumbnail7.coupangcdn.com/thumbnails/remote/492x492ex/image/vendor_inventory/04f8/2c95cc3c2d0673d03e285c17028bf7f0d39ff72f2296a30814c580f058be.jpg
